0,0.018551,0.04272,0.038326,0.01884,0.0056544,0.0010888,0.00013833,1.1804e-05,6.8541e-07,2.7344e-08,6.8541e-07,1.1804e-05,0.00013833,0.0010888,0.0056544,0.01884,0.038326,0.04272,0.018551
0.018551,0.030864,0.044426,0.035436,0.016662,0.0048967,0.00093224,0.00011765,9.9982e-06,5.7902e-07,2.3061e-08,5.7902e-07,9.9982e-06,0.00011765,0.00093224,0.0048967,0.016662,0.035436,0.044426,0.030864
0.04272,0.044426,0.040942,0.02655,0.011307,0.003154,0.00058277,7.2221e-05,6.068e-06,3.4884e-07,1.3828e-08,3.4884e-07,6.068e-06,7.2221e-05,0.00058277,0.003154,0.011307,0.02655,0.040942,0.044426
0.038326,0.035436,0.02655,0.014685,0.0056544,0.001482,0.00026334,3.1826e-05,2.6306e-06,1.4961e-07,5.8889e-09,1.4961e-07,2.6306e-06,3.1826e-05,0.00026334,0.001482,0.0056544,0.014685,0.02655,0.035436
0.01884,0.016662,0.011307,0.0056544,0.0020105,0.0004977,8.5005e-05,9.9982e-06,8.1126e-07,4.5566e-08,1.7786e-09,4.5566e-08,8.1126e-07,9.9982e-06,8.5005e-05,0.0004977,0.0020105,0.0056544,0.011307,0.016662
0.0056544,0.0048967,0.003154,0.001482,0.0004977,0.00011765,1.9403e-05,2.2246e-06,1.7725e-07,9.8297e-09,3.8039e-10,9.8297e-09,1.7725e-07,2.2246e-06,1.9403e-05,0.00011765,0.0004977,0.001482,0.003154,0.0048967
0.0010888,0.00093224,0.00058277,0.00026334,8.5005e-05,1.9403e-05,3.1102e-06,3.4884e-07,2.7344e-08,1.4987e-09,5.7526e-11,1.4987e-09,2.7344e-08,3.4884e-07,3.1102e-06,1.9403e-05,8.5005e-05,0.00026334,0.00058277,0.00093224
0.00013833,0.00011765,7.2221e-05,3.1826e-05,9.9982e-06,2.2246e-06,3.4884e-07,3.8436e-08,2.972e-09,1.6126e-10,6.1458e-12,1.6126e-10,2.972e-09,3.8436e-08,3.4884e-07,2.2246e-06,9.9982e-06,3.1826e-05,7.2221e-05,0.00011765
1.1804e-05,9.9982e-06,6.068e-06,2.6306e-06,8.1126e-07,1.7725e-07,2.7344e-08,2.972e-09,2.2733e-10,1.2235e-11,4.6356e-13,1.2235e-11,2.2733e-10,2.972e-09,2.7344e-08,1.7725e-07,8.1126e-07,2.6306e-06,6.068e-06,9.9982e-06
6.8541e-07,5.7902e-07,3.4884e-07,1.4961e-07,4.5566e-08,9.8297e-09,1.4987e-09,1.6126e-10,1.2235e-11,6.5442e-13,2.4682e-14,6.5442e-13,1.2235e-11,1.6126e-10,1.4987e-09,9.8297e-09,4.5566e-08,1.4961e-07,3.4884e-07,5.7902e-07
2.7344e-08,2.3061e-08,1.3828e-08,5.8889e-09,1.7786e-09,3.8039e-10,5.7526e-11,6.1458e-12,4.6356e-13,2.4682e-14,9.2781e-16,2.4682e-14,4.6356e-13,6.1458e-12,5.7526e-11,3.8039e-10,1.7786e-09,5.8889e-09,1.3828e-08,2.3061e-08
6.8541e-07,5.7902e-07,3.4884e-07,1.4961e-07,4.5566e-08,9.8297e-09,1.4987e-09,1.6126e-10,1.2235e-11,6.5442e-13,2.4682e-14,6.5442e-13,1.2235e-11,1.6126e-10,1.4987e-09,9.8297e-09,4.5566e-08,1.4961e-07,3.4884e-07,5.7902e-07
1.1804e-05,9.9982e-06,6.068e-06,2.6306e-06,8.1126e-07,1.7725e-07,2.7344e-08,2.972e-09,2.2733e-10,1.2235e-11,4.6356e-13,1.2235e-11,2.2733e-10,2.972e-09,2.7344e-08,1.7725e-07,8.1126e-07,2.6306e-06,6.068e-06,9.9982e-06
0.00013833,0.00011765,7.2221e-05,3.1826e-05,9.9982e-06,2.2246e-06,3.4884e-07,3.8436e-08,2.972e-09,1.6126e-10,6.1458e-12,1.6126e-10,2.972e-09,3.8436e-08,3.4884e-07,2.2246e-06,9.9982e-06,3.1826e-05,7.2221e-05,0.00011765
0.0010888,0.00093224,0.00058277,0.00026334,8.5005e-05,1.9403e-05,3.1102e-06,3.4884e-07,2.7344e-08,1.4987e-09,5.7526e-11,1.4987e-09,2.7344e-08,3.4884e-07,3.1102e-06,1.9403e-05,8.5005e-05,0.00026334,0.00058277,0.00093224
0.0056544,0.0048967,0.003154,0.001482,0.0004977,0.00011765,1.9403e-05,2.2246e-06,1.7725e-07,9.8297e-09,3.8039e-10,9.8297e-09,1.7725e-07,2.2246e-06,1.9403e-05,0.00011765,0.0004977,0.001482,0.003154,0.0048967
0.01884,0.016662,0.011307,0.0056544,0.0020105,0.0004977,8.5005e-05,9.9982e-06,8.1126e-07,4.5566e-08,1.7786e-09,4.5566e-08,8.1126e-07,9.9982e-06,8.5005e-05,0.0004977,0.0020105,0.0056544,0.011307,0.016662
0.038326,0.035436,0.02655,0.014685,0.0056544,0.001482,0.00026334,3.1826e-05,2.6306e-06,1.4961e-07,5.8889e-09,1.4961e-07,2.6306e-06,3.1826e-05,0.00026334,0.001482,0.0056544,0.014685,0.02655,0.035436
0.04272,0.044426,0.040942,0.02655,0.011307,0.003154,0.00058277,7.2221e-05,6.068e-06,3.4884e-07,1.3828e-08,3.4884e-07,6.068e-06,7.2221e-05,0.00058277,0.003154,0.011307,0.02655,0.040942,0.044426
0.018551,0.030864,0.044426,0.035436,0.016662,0.0048967,0.00093224,0.00011765,9.9982e-06,5.7902e-07,2.3061e-08,5.7902e-07,9.9982e-06,0.00011765,0.00093224,0.0048967,0.016662,0.035436,0.044426,0.030864
