1,0.99501,0.9802,0.956,0.92312,0.8825,0.83527,0.7827,0.72615,0.66698,0.60653,0.54607,0.48675,0.42956,0.37531,0.32465,0.27804,0.23575,0.1979,0.16447,0.13534,0.11025,0.088922,0.071005,0.056135,0.043937,0.034047,0.026121,0.019841,0.014921,0.011109,0.0081887,0.005976,0.0043178,0.0030887,0.0021875,0.0015338,0.0010648,0.0007318,0.00049796,0.00033546,0.00022375,0.00014775,9.6593e-05,6.2522e-05,4.0065e-05,2.5419e-05,1.5967e-05,9.9295e-06,6.1136e-06,3.7267e-06,6.1136e-06,9.9295e-06,1.5967e-05,2.5419e-05,4.0065e-05,6.2522e-05,9.6593e-05,0.00014775,0.00022375,0.00033546,0.00049796,0.0007318,0.0010648,0.0015338,0.0021875,0.0030887,0.0043178,0.005976,0.0081887,0.011109,0.014921,0.019841,0.026121,0.034047,0.043937,0.056135,0.071005,0.088922,0.11025,0.13534,0.16447,0.1979,0.23575,0.27804,0.32465,0.37531,0.42956,0.48675,0.54607,0.60653,0.66698,0.72615,0.7827,0.83527,0.8825,0.92312,0.956,0.9802,0.99501
0.99501,0.99005,0.97531,0.95123,0.91851,0.8781,0.8311,0.7788,0.72253,0.66365,0.60351,0.54335,0.48432,0.42741,0.37344,0.32303,0.27665,0.23457,0.19691,0.16365,0.13466,0.1097,0.088478,0.070651,0.055855,0.043718,0.033878,0.025991,0.019742,0.014846,0.011054,0.0081479,0.0059462,0.0042963,0.0030733,0.0021766,0.0015262,0.0010595,0.00072815,0.00049547,0.00033379,0.00022263,0.00014701,9.6112e-05,6.221e-05,3.9865e-05,2.5293e-05,1.5887e-05,9.88e-06,6.0831e-06,3.7081e-06,6.0831e-06,9.88e-06,1.5887e-05,2.5293e-05,3.9865e-05,6.221e-05,9.6112e-05,0.00014701,0.00022263,0.00033379,0.00049547,0.00072815,0.0010595,0.0015262,0.0021766,0.0030733,0.0042963,0.0059462,0.0081479,0.011054,0.014846,0.019742,0.025991,0.033878,0.043718,0.055855,0.070651,0.088478,0.1097,0.13466,0.16365,0.19691,0.23457,0.27665,0.32303,0.37344,0.42741,0.48432,0.54335,0.60351,0.66365,0.72253,0.7788,0.8311,0.8781,0.91851,0.95123,0.97531,0.99005
0.9802,0.97531,0.96079,0.93707,0.90484,0.86502,0.81873,0.76721,0.71177,0.65377,0.59452,0.53526,0.47711,0.42105,0.36788,0.31822,0.27253,0.23108,0.19398,0.16122,0.13266,0.10807,0.087161,0.069599,0.055023,0.043067,0.033373,0.025604,0.019448,0.014625,0.010889,0.0080266,0.0058577,0.0042323,0.0030276,0.0021442,0.0015034,0.0010437,0.00071731,0.0004881,0.00032882,0.00021932,0.00014482,9.4681e-05,6.1283e-05,3.9272e-05,2.4916e-05,1.5651e-05,9.7329e-06,5.9925e-06,3.6529e-06,5.9925e-06,9.7329e-06,1.5651e-05,2.4916e-05,3.9272e-05,6.1283e-05,9.4681e-05,0.00014482,0.00021932,0.00032882,0.0004881,0.00071731,0.0010437,0.0015034,0.0021442,0.0030276,0.0042323,0.0058577,0.0080266,0.010889,0.014625,0.019448,0.025604,0.033373,0.043067,0.055023,0.069599,0.087161,0.10807,0.13266,0.16122,0.19398,0.23108,0.27253,0.31822,0.36788,0.42105,0.47711,0.53526,0.59452,0.65377,0.71177,0.76721,0.81873,0.86502,0.90484,0.93707,0.96079,0.97531
0.956,0.95123,0.93707,0.91393,0.8825,0.84366,0.79852,0.74826,0.6942,0.63763,0.57984,0.52205,0.46533,0.41066,0.3588,0.31037,0.2658,0.22537,0.18919,0.15724,0.12938,0.1054,0.085009,0.067881,0.053665,0.042004,0.032549,0.024972,0.018968,0.014264,0.01062,0.0078284,0.0057131,0.0041278,0.0029528,0.0020912,0.0014663,0.0010179,0.0006996,0.00047604,0.0003207,0.0002139,0.00014125,9.2343e-05,5.977e-05,3.8302e-05,2.4301e-05,1.5264e-05,9.4926e-06,5.8446e-06,3.5627e-06,5.8446e-06,9.4926e-06,1.5264e-05,2.4301e-05,3.8302e-05,5.977e-05,9.2343e-05,0.00014125,0.0002139,0.0003207,0.00047604,0.0006996,0.0010179,0.0014663,0.0020912,0.0029528,0.0041278,0.0057131,0.0078284,0.01062,0.014264,0.018968,0.024972,0.032549,0.042004,0.053665,0.067881,0.085009,0.1054,0.12938,0.15724,0.18919,0.22537,0.2658,0.31037,0.3588,0.41066,0.46533,0.52205,0.57984,0.63763,0.6942,0.74826,0.79852,0.84366,0.8825,0.91393,0.93707,0.95123
0.92312,0.91851,0.90484,0.8825,0.85214,0.81465,0.77105,0.72253,0.67032,0.6157,0.5599,0.50409,0.44933,0.39653,0.34646,0.29969,0.25666,0.21762,0.18268,0.15183,0.12493,0.10177,0.082085,0.065546,0.051819,0.040559,0.03143,0.024113,0.018316,0.013774,0.010255,0.0075591,0.0055166,0.0039859,0.0028512,0.0020193,0.0014159,0.0009829,0.00067554,0.00045967,0.00030967,0.00020654,0.00013639,8.9167e-05,5.7715e-05,3.6985e-05,2.3465e-05,1.4739e-05,9.1661e-06,5.6435e-06,3.4401e-06,5.6435e-06,9.1661e-06,1.4739e-05,2.3465e-05,3.6985e-05,5.7715e-05,8.9167e-05,0.00013639,0.00020654,0.00030967,0.00045967,0.00067554,0.0009829,0.0014159,0.0020193,0.0028512,0.0039859,0.0055166,0.0075591,0.010255,0.013774,0.018316,0.024113,0.03143,0.040559,0.051819,0.065546,0.082085,0.10177,0.12493,0.15183,0.18268,0.21762,0.25666,0.29969,0.34646,0.39653,0.44933,0.50409,0.5599,0.6157,0.67032,0.72253,0.77105,0.81465,0.85214,0.8825,0.90484,0.91851
0.8825,0.8781,0.86502,0.84366,0.81465,0.7788,0.73712,0.69073,0.64082,0.5886,0.53526,0.48191,0.42956,0.37908,0.33121,0.2865,0.24537,0.20805,0.17464,0.14515,0.11943,0.097296,0.078473,0.062662,0.049539,0.038774,0.030047,0.023052,0.01751,0.013168,0.0098037,0.0072265,0.0052738,0.0038105,0.0027258,0.0019305,0.0013536,0.00093965,0.00064581,0.00043944,0.00029604,0.00019745,0.00013039,8.5243e-05,5.5175e-05,3.5358e-05,2.2432e-05,1.4091e-05,8.7628e-06,5.3952e-06,3.2888e-06,5.3952e-06,8.7628e-06,1.4091e-05,2.2432e-05,3.5358e-05,5.5175e-05,8.5243e-05,0.00013039,0.00019745,0.00029604,0.00043944,0.00064581,0.00093965,0.0013536,0.0019305,0.0027258,0.0038105,0.0052738,0.0072265,0.0098037,0.013168,0.01751,0.023052,0.030047,0.038774,0.049539,0.062662,0.078473,0.097296,0.11943,0.14515,0.17464,0.20805,0.24537,0.2865,0.33121,0.37908,0.42956,0.48191,0.53526,0.5886,0.64082,0.69073,0.73712,0.7788,0.81465,0.84366,0.86502,0.8781
0.83527,0.8311,0.81873,0.79852,0.77105,0.73712,0.69768,0.65377,0.60653,0.55711,0.50662,0.45612,0.40657,0.3588,0.31349,0.27117,0.23224,0.19691,0.1653,0.13738,0.11304,0.092089,0.074274,0.059309,0.046888,0.036699,0.028439,0.021818,0.016573,0.012463,0.009279,0.0068398,0.0049916,0.0036066,0.0025799,0.0018271,0.0012811,0.00088937,0.00061125,0.00041593,0.0002802,0.00018689,0.00012341,8.0682e-05,5.2222e-05,3.3465e-05,2.1232e-05,1.3337e-05,8.2938e-06,5.1065e-06,3.1128e-06,5.1065e-06,8.2938e-06,1.3337e-05,2.1232e-05,3.3465e-05,5.2222e-05,8.0682e-05,0.00012341,0.00018689,0.0002802,0.00041593,0.00061125,0.00088937,0.0012811,0.0018271,0.0025799,0.0036066,0.0049916,0.0068398,0.009279,0.012463,0.016573,0.021818,0.028439,0.036699,0.046888,0.059309,0.074274,0.092089,0.11304,0.13738,0.1653,0.19691,0.23224,0.27117,0.31349,0.3588,0.40657,0.45612,0.50662,0.55711,0.60653,0.65377,0.69768,0.73712,0.77105,0.79852,0.81873,0.8311
0.7827,0.7788,0.76721,0.74826,0.72253,0.69073,0.65377,0.61263,0.56836,0.52205,0.47473,0.42741,0.38098,0.33622,0.29376,0.25411,0.21762,0.18452,0.1549,0.12873,0.10593,0.086294,0.069599,0.055576,0.043937,0.03439,0.026649,0.020445,0.01553,0.011679,0.0086951,0.0064093,0.0046775,0.0033796,0.0024176,0.0017122,0.0012005,0.0008334,0.00057279,0.00038975,0.00026257,0.00017513,0.00011564,7.5604e-05,4.8936e-05,3.1359e-05,1.9896e-05,1.2497e-05,7.7719e-06,4.7851e-06,2.9169e-06,4.7851e-06,7.7719e-06,1.2497e-05,1.9896e-05,3.1359e-05,4.8936e-05,7.5604e-05,0.00011564,0.00017513,0.00026257,0.00038975,0.00057279,0.0008334,0.0012005,0.0017122,0.0024176,0.0033796,0.0046775,0.0064093,0.0086951,0.011679,0.01553,0.020445,0.026649,0.03439,0.043937,0.055576,0.069599,0.086294,0.10593,0.12873,0.1549,0.18452,0.21762,0.25411,0.29376,0.33622,0.38098,0.42741,0.47473,0.52205,0.56836,0.61263,0.65377,0.69073,0.72253,0.74826,0.76721,0.7788
0.72615,0.72253,0.71177,0.6942,0.67032,0.64082,0.60653,0.56836,0.52729,0.48432,0.44043,0.39653,0.35345,0.31192,0.27253,0.23575,0.2019,0.17119,0.1437,0.11943,0.098274,0.080058,0.06457,0.05156,0.040762,0.031905,0.024724,0.018968,0.014408,0.010835,0.0080668,0.0059462,0.0043395,0.0031354,0.0022429,0.0015884,0.0011138,0.00077318,0.0005314,0.00036159,0.0002436,0.00016247,0.00010729,7.0141e-05,4.54e-05,2.9093e-05,1.8458e-05,1.1594e-05,7.2103e-06,4.4394e-06,2.7061e-06,4.4394e-06,7.2103e-06,1.1594e-05,1.8458e-05,2.9093e-05,4.54e-05,7.0141e-05,0.00010729,0.00016247,0.0002436,0.00036159,0.0005314,0.00077318,0.0011138,0.0015884,0.0022429,0.0031354,0.0043395,0.0059462,0.0080668,0.010835,0.014408,0.018968,0.024724,0.031905,0.040762,0.05156,0.06457,0.080058,0.098274,0.11943,0.1437,0.17119,0.2019,0.23575,0.27253,0.31192,0.35345,0.39653,0.44043,0.48432,0.52729,0.56836,0.60653,0.64082,0.67032,0.6942,0.71177,0.72253
0.66698,0.66365,0.65377,0.63763,0.6157,0.5886,0.55711,0.52205,0.48432,0.44486,0.40454,0.36422,0.32465,0.2865,0.25032,0.21654,0.18544,0.15724,0.13199,0.1097,0.090265,0.073535,0.059309,0.047359,0.037441,0.029305,0.022709,0.017422,0.013234,0.0099518,0.0074094,0.0054617,0.0039859,0.0028799,0.0020601,0.001459,0.001023,0.00071017,0.0004881,0.00033212,0.00022375,0.00014923,9.8545e-05,6.4426e-05,4.17e-05,2.6723e-05,1.6954e-05,1.0649e-05,6.6227e-06,4.0776e-06,2.4856e-06,4.0776e-06,6.6227e-06,1.0649e-05,1.6954e-05,2.6723e-05,4.17e-05,6.4426e-05,9.8545e-05,0.00014923,0.00022375,0.00033212,0.0004881,0.00071017,0.001023,0.001459,0.0020601,0.0028799,0.0039859,0.0054617,0.0074094,0.0099518,0.013234,0.017422,0.022709,0.029305,0.037441,0.047359,0.059309,0.073535,0.090265,0.1097,0.13199,0.15724,0.18544,0.21654,0.25032,0.2865,0.32465,0.36422,0.40454,0.44486,0.48432,0.52205,0.55711,0.5886,0.6157,0.63763,0.65377,0.66365
